_id,skill_tree_id,required_skill_tree_points,name,name_de,name_fr,name_es,name_it,name_jp,description,description_de,description_fr,description_es,description_it,description_jp
194,93,-10,Recovery Down,Erholung runter,Restauration -,Curación -1,Medicina -,体力回復量DOWN,Decreases the efficacy of Health recovery items.,Verringert die Wirkung von Objekten zur Gesundheitserholung.,Réduit l'efficacité des objets permettant de récupérer de la vie.,Reduce la eficacia de los objetos que otorgan salud.,Riduce l'efficacia degli oggetti per il ripristino della vita.,体力回復アイテムの回復量が0.75倍に減る
195,94,15,Wide-Range +2,Großraum +2,Soutien +2,Efecto área +2,Ampia area +2,広域化+2,Transfers the effects of certain items to companions in the same area.,Überträgt die Wirkung bestimmter Objekte auf Freunde im gleichen Gebiet.,Transfère les effets de certains objets aux amis dans la même zone.,Transfiere los efectos de ciertos objetos a los camaradas en la zona.,Trasmette gli effetti di alcuni oggetti ai compagni nella stessa area.,薬草、回復薬、解毒薬、忍耐の種、怪力の種、ウチケシの実の効果が同じエリア内にいる他のハンター、オトモにも効果が発動
196,94,10,Wide-Range +1,Großraum +1,Soutien +1,Efecto área +1,Ampia area +1,広域化+1,Transfers a portion of the effects of certain items to companions in the same area.,Überträgt einen Teil der Wirkung einiger Objekte auf Freunde im gleichen Gebiet.,Transfère une part des effets de certains objets aux amis dans la même zone.,Transfiere parte de los efectos de ciertos objetos a los camaradas en la zona.,Trasmette parte degli effetti di alcuni oggetti ai compagni nell'area.,薬草、回復薬、解毒薬、忍耐の種、怪力の種、ウチケシの実の効果が同じエリア内にいる他のハンター、オトモにも効果が発動。ただし解毒薬以外は効果が半分になる
197,95,10,Horn Maestro,Horn-Maestro,Maestro,Músico,Maestro corno,笛吹き名人,"Decreases the likelihood of Horn items breaking, and increases the effect time of Hunting Horn melodies.",Senkt Bruchwahrscheinlichkeit von Hornobjekten und erhöht Wirkzeit von Jagdhornmelodien.,Rend les cornes et flûtes moins cassables et augmente la durée d'effet de leurs mélodies.,Reduce la probabilidad de rotura de cuernos y aumenta el tiempo de efecto de melodías de cornamusa.,"Riduce la probabilità di spezzare oggetti corno, prolunga l'effetto di melodie del corno da caccia.",狩猟笛の演奏の効果時間が延び、回復効果のある旋律は回復量が多い方の効果が出やすくなる。さらに笛アイテムが1/2の確率で壊れずに済む
198,96,10,Fortify,Kräftigen,Ténacité,Fortalecer,Rafforzamento,不屈,Increases your Attack and Defense every time you fall in battle.,"Erhöht deinen Angriff und deine Verteidigung, immer wenn du in einem Kampf fällst.",Augmente l'attaque et la défense chaque fois que vous tombez au combat.,Aumenta tu ataque y defensa cada vez que caes en la batalla.,Aumenta l'attacco e la difesa ogni volta che cadi in battaglia.,1回力尽きると攻撃力1.1倍、防御力15%上昇。2回力尽きると攻撃力1.2倍、防御力30%上昇
199,97,10,Meat Lover,Fleischfan,Cannibale,Carnívoro,Carnivoro,お肉大好き,"Allows consumption of Raw Meat, plus Rare and Well-done Steaks temporarily grant unlimited Stamina.",Verzehr v. Rohem Fleisch mögl. Rohe u. Gebratene Steaks ver- leihen kurz unbegrenzt Ausdauer.,Viande crue consommable. Stamina illimitée temporaire avec les steaks saignants et à point.,"Comes carne cruda, y los filetes poco hechos y al punto dan resistencia ilimitada temporal.","Puoi mangiare carne cruda, e le bistecche cotte e al sangue danno resistenza infinita momentanea.",生肉が食べられるようになりスタミナの最大値が50上がる。また、生焼け肉やこんがり肉、クーラーミート、ホットミートで1分間強走効果がつく
200,98,15,Scavenger,Allesfresser,Goinfre,Carroñero,Mangiatutto,拾い食い,Gives any item you eat or drink the potential to also raise your maximum Stamina.,"Verleiht allem, was du isst oder trinkst, das Potenzial, deine maximale Ausdauer zu erhöhen.",Tous les objets que vous mangez ou buvez augmentent la jauge de stamina.,Dota cualquier objeto que comas o bebas de potencia para subir tu resistencia máxima.,Tutto ciò che mangi o bevi aumenterà anche la tua resistenza massima.,肉アイテム等を食べた時のスタミナが25上昇する。さらに特定アイテムを食べたときにもスタミナが上がることがある
201,98,10,Gourmand,Feinschmecker,Gourmet,Glotón,Mangiatanto,まんぷく,Increases the efficacy of meat that raises maximum Stamina.,"Erhöht die Wirksamkeit von Fleisch, das die maximale Ausdauer erhöht.",Les viandes qui augmentent la jauge de stamina sont plus efficaces.,"Aumenta la eficacia de la carne, que sube la resistencia máxima.",Aumenta l'efficacia della carne che aumenta la resistenza massima.,肉アイテム等を食べた時のスタミナが25上昇する
202,99,15,Constitution +2,Konstitution +2,Athlète +2,Constitución +2,Atleta +2,体術+2,Greatly slows Stamina depletion when evading/blocking. Enables dive-evade in any direction.,"Verlangsamt Ausdauerverlust beim Ausweichen, Blocken usw. stark. Tauchausweichen in alle Richtungen.",La stamina diminue beaucoup moins vite en cas d'évasion/bloc. Permet d'esquiver dans toutes directions.,Reduce mucho el gasto de resist. al evadir/bloquear. Puedes eludir en carrera en cualquier dirección.,Blocchi e schivate consumano molta meno resistenza. Attiva la schivata in tuffo in ogni direzione.,回避とガード時などのスタミナ消費が半分になる。大型モンスターに向かって緊急回避ができるようになり、緊急回避の移動距離が伸びる
203,99,10,Constitution +1,Konstitution +1,Athlète +1,Constitución +1,Atleta +1,体術+1,Slows Stamina depletion when evading/blocking. Enables dive-evade in any direction.,"Verlangsamt Ausdauerverlust beim Ausweichen, Blocken usw. Tauchausweichen in alle Richtungen.",La stamina diminue moins vite en cas d'évasion/blocage. Permet d'esquiver dans toutes les directions.,Reduce el gasto de resistencia al evadir/bloquear. Puedes eludir en carrera en cualquier dirección.,Blocchi e schivate consumano meno resistenza. Attiva la schivata in tuffo in ogni direzione.,回避とガード時などのスタミナ消費が0.75倍になる。大型モンスターに向かって緊急回避ができるようになり、緊急回避の移動距離が伸びる
204,99,-10,Constitution -1,Konstitution -1,Athlète -1,Constitución -1,Atleta -1,体術-1,"Speeds up Stamina depletion when evading, blocking, etc.","Beschleunigt Ausdauerverlust beim Ausweichen, Blocken usw.","La stamina diminue plus vite en cas d'évasion, de blocage, etc.","Acelera el gasto de resistencia al evadir, bloquear, etc.","Aumenta il consumo di resistenza quando si schiva, blocca, ecc.",回避とガード時などのスタミナ消費が1.2倍に増加する
205,99,-15,Constitution -2,Konstitution -2,Athlète -2,Constitución -2,Atleta -2,体術-2,"Greatly speeds up Stamina depletion when evading, blocking, etc.","Beschleunigt Ausdauerverlust beim Ausweichen, Blocken usw. stark.","La stamina diminue beaucoup plus vite en cas d'évasion, de blocage, etc.","Acelera mucho el gasto de resistencia al evadir, bloquear, etc.","Aumenta molto il consumo di resistenza quando si schiva, blocca, ecc.",回避とガード時などのスタミナ消費が1.35倍に増加する
206,100,10,Stam Recov Up,Ausdauererhlg. +,Vigueur +,Estado forma +1,Recupero res +,スタミナ急速回復,Increases Stamina recovery speed.,"Erhöht die Geschwindigkeit, mit der sich deine Ausdauer erholt.",Augmente la vitesse de récupération de la stamina.,Aumenta la velocidad de recuperación de resistencia.,Aumenta la velocità di recupero della resistenza.,スタミナの回復速度が2倍になる
207,100,-10,Stam Recov Down,Ausdauererhlg. -,Vigueur -,Estado forma -1,Recupero res -,スタミナ回復遅延,Decreases Stamina recovery speed.,"Verringert die Geschwindigkeit, mit der sich deine Ausdauer erholt.",Diminue la vitesse de récupération de la stamina.,Reduce la velocidad de recuperación de resistencia.,Riduce la velocità di recupero della resistenza.,スタミナの回復速度が0.75倍に下がる
208,101,15,Windproof (Hi),Windsicher [H],Vent +2,Resist. viento +2,Vento +2,風圧【大】無効,Negates Wind Pressure from almost all monsters.,Negiert Winddruck von fast allen Monstern.,Annule la pression du vent de presque tous les monstres.,Anula la presión del viento de casi todos los monstruos.,Annulla la pressione del vento da gran parte dei mostri.,風圧【大】と風圧【小】の影響を受けなくなる。龍風圧を風圧【大】の効果に軽減
209,101,10,Windproof (Lo),Windsicher [N],Vent +1,Resist. viento +1,Vento +1,風圧【小】無効,Lessens almost all Wind Pressure.,Senkt Winddruck fast gänzlich.,Réduit la quasi-totalité de la pression du vent.,Reduce casi toda la presión del viento.,Riduce quasi completamente la pressione del vento.,風圧【小】の影響を受けなくなる
210,102,15,Speed Eating +2,Schnellessen +2,Carnassier +2,Consumir +2,Pasto veloce +,早食い+2,Increases meat-eating and item-consuming speed.,Erhöht die Geschwindigkeit des Fleisch- und Objektkonsums.,Augmente la vitesse de consommation de viande et d'objets.,Aumenta la velocidad de consumo de carne y objetos.,Aumenta la velocità con cui mangi carne e consumi oggetti.,肉を食べる速度が速くなり、アイテムを飲んだ時の動作も速くなる
211,102,10,Speed Eating +1,Schnellessen +1,Carnassier +1,Consumir +1,Pasto veloce,早食い+1,Increases meat-eating speed.,Erhöht die Geschwindigkeit beim Fleischessen.,Augmente la vitesse de consommation de viande.,Aumenta la velocidad de consumo de carne.,Aumenta la velocità con cui mangi carne.,肉を食べる速度が速くなる
212,102,-10,Slow Eater,Langsamer Esser,Végétarien,Consumir -1,Pasto lento,スローライフ,Decreases meat-eating speed.,Verlangsamt das Fleischessen.,Réduit la vitesse de consommation de viande.,Reduce la velocidad de consumo de carne.,Riduce la velocità con cui mangi carne.,肉を食べる速度が遅くなる
213,103,15,Combination +45%,Kombination +45%,Combinaison +45%,Combinación +45%,Combinazioni +45%,調合成功率+45%,Increases your Combination success rate by 45%.,Erhöht deine Kombinier- Erfolgsrate um 45%.,Les chances de succès lorsque vous combinez des objets sont augmentées de 45%.,Aumenta la probabilidad de combinación un 45%.,Aumenta del 45% la probabilità di successo delle combinazioni.,調合の成功率+45%
214,103,10,Combination +20%,Kombination +20%,Combinaison +20%,Combinación +20%,Combinazioni +20%,調合成功率+20%,Increases your Combination success rate by 20%.,Erhöht deine Kombinier- Erfolgsrate um 20%.,Les chances de succès lorsque vous combinez des objets sont augmentées de 20%.,Mejora las opciones de éxito de combinación en un 20%.,Aumenta del 20% la probabilità di successo delle combinazioni.,調合の成功率+20%
215,103,-10,Combination -10%,Kombination -10%,Combinaison -10%,Combinación -10%,Combinazioni -10%,調合成功率-10%,Decreases your Combination success rate by 10%.,Verringert deine Kombinier- Erfolgsrate um 10%.,Les chances de succès lorsque vous combinez des objets sont réduites de 10%.,Reduce la probabilidad de combinación un 10%.,Riduce del 10% la probabilità di successo delle combinazioni.,調合の成功率-10%
216,103,-15,Combination -20%,Kombination -20%,Combinaison -20%,Combinación -20%,Combinazioni -20%,調合成功率-20%,Decreases your Combination success rate by 20%.,Verringert deine Kombinier- Erfolgsrate um 20%.,Les chances de succès lorsque vous combinez des objets sont réduites de 20%.,Reduce las opciones de éxito de combinación en un 20%.,Riduce del 20% la probabilità di successo delle combinazioni.,調合の成功率-20%
217,104,10,Combination Pro,Kombi-Profi,Archimage,Combinación+,Alchimista,最大数生産,Guarantees maximum results with Combinations that can produce more than one item at a time.,"Kombinationen, die mehrere Objekte auf einmal erzeugen, bringen maximale Ergebnisse.",Garantit des résultats maximaux avec les combinaisons qui créent plusieurs objets en même temps.,Garantiza los mejores resultados con combinaciones que producen más de un objeto a la vez.,Assicura i migliori risultati nelle combinazioni che possono produrre più oggetti.,調合の生産数が必ず最大になる
218,105,10,Outdoorsman,Naturbursche,Art de la chasse,Soldado,Campeggiatore,ハンター生活,"Improves fishing and cooking results during quests, and always displays the Map, even without the Map item.","Verbessert Angel- u. Kochergebn. in Quests, zeigt auch o. Karten- objekt immer die Karte an.",Améliore les résultats de pêche et de cuisine durant les quêtes et affiche toujours la carte.,"Mejora éxito de pesca y cocina en misiones y muestra el mapa siempre, aun sin el objeto ""mapa"".",Migliora i risultati di pesca e cottura in missione e mostra la mappa anche senza oggetto mappa.,こんがり肉を焼きやすくなる。地図が無くてもマップが表示される。釣りで魚が最初の引きで食いつくようになる。釣り餌アイテムの調合が必ず成功する。
219,106,10,Heat Cancel,Hitze beenden,Chaleur +,Anula el calor,Annulla-calore,暑さ無効,Negates the damage incurred from heat and lava.,Negiert Schaden durch Lava und Hitze.,Annule les dégâts infligés par la chaleur et la lave.,Anula el daño provocado por calor y lava.,Annulla i danni causati da calore e lava.,暑さ、溶岩地形、炎まといによるダメージを無効化する
220,106,-10,Heat Surge,Hitze erhöhen,Chaleur -,Aumentar calor,Aumenta-calore,暑さ倍加,Increases the damage incurred from heat and lava.,Erhöht Schaden durch Lava und Hitze.,Augmente les dégâts infligés par la chaleur et la lave.,Aumenta el daño provocado por calor y lava.,Aumenta i danni causati da calore e lava.,暑さ、溶岩地形、炎まといによるダメージが倍加する
221,107,10,Cold Cancel,Kälte beenden,Froid +,Anula el frío,Annulla-freddo,寒さ無効,Negates all cold.,Macht die gesamte Kälte unwirksam.,Annule les dégâts subis par le froid.,Anula todo el frío.,Annulla del tutto il freddo.,寒さによるスタミナ減少を無効化する
222,107,-10,Cold Surge,Kälte erhöhen,Froid -,Aumentar frío,Aumenta-freddo,寒さ倍加,Increases the speed at which your maximum Stamina depletes from cold.,Lässt deine maximale Ausdauer bei Kälte schneller absinken.,La jauge de stamina diminue plus vite à cause du froid.,Aumenta la velocidad a la que se agota la resistencia máxima por frío.,Aumenta la velocità di riduzione della resistenza massima a causa del freddo.,寒さによるスタミナ減少が倍加する
223,108,10,Palico Hero,Kameradenheld,Héros camarade,Héroe camarada,Eroe compagno,オトモ指揮官,"Allows ""Fist Pump"" gesture to call back fainted/recovering Palicoes. Cannot be used repeatedly.",Kann Kameraden in Ohnmacht/ Erholung per Geste Siegerfaust zurückrufen. Erhöht deren Status.,"L'émote ""Victoire !"" rappelle les camarades en cas d'évanouissement/récupération.","Mejores estadísticas de camaradas y permite gesto de ""ovación"" cuando se desmayan/recuperan.","Permette di richiamare i compagni svenuti o in recupero con il gesto ""Vittoria"".",采配 ＋ 号令
224,109,10,Palico Rally,Kameradentreffen,Esprit camarade,Reunión camaradas,Adunata compagno,オトモへの采配,Increases the Attack and Defense of Palicoes.,Erhöht Angriff und Verteidigung von Kameraden.,Augmente l'attaque et la défense des camarades.,Aumenta el ataque y la defensa de los camaradas.,Aumenta l'attacco e la difesa dei compagni.,オトモの攻撃力と防御力が1.1倍になる
225,110,10,Palico Cheer,Kameradenjubel,Bonheur camarade,Ovación camaradas,Incita compagno,オトモへの号令,"Allows ""Fist Pump"" gesture to call back fainted/recovering Palicoes. Cannot be used repeatedly.",Kann Kameraden im Ohnmacht- oder Erholung-Status mit der Geste Siegerfaust zurückrufen.,"L'émote ""Victoire !"" rappelle les camarades en cas d'évanouissement/récupération.","Permite ""ovación"" con camaradas cuando se desmayan/recuperan. No se puede usar repetidamente.",Permette di richiamare i compagni svenuti o in recupero incitandoli. Non utilizzabile ripetutamente.,オトモが休息している状態でアクションかけごえを実行すると、オトモの体力が満タンになる。使用後から10分間は再使用できない。背水の陣の印をセットしている時は無効
226,111,15,Recovery Spd +2,ErholGeschw +2,Récupération +2,Recuperación +2,Recupero +2,回復速度+2,Greatly speeds recovery from temporary damage (the red portion of the Health Gauge).,Viel schnellere Erholung von zeitweiligem Schaden (rot im Gesundheitsbalken).,Récupération bien plus rapide des dégâts temporaires (zone rouge de la jauge de vie).,Acelera mucho la recuperación del daño temporal (parte roja del indicador de salud).,Accelera molto il recupero dai danni temporanei (parte rossa della barra vita).,赤ゲージの回復速度が4倍になる
227,111,10,Recovery Spd +1,ErholGeschw +1,Récupération +1,Recuperación +1,Recupero +1,回復速度+1,Speeds recovery from temporary damage (the red portion of the Health Gauge).,Bietet schnellere Erholung von zeitweiligem Schaden (rot im Gesundheitsbalken).,Récupération plus rapide des dégâts temporaires (zone rouge de la jauge de vie).,Acelera la recuperación del daño temporal (parte roja del indicador de salud).,Accelera il recupero dai danni temporanei (parte rossa della barra vita).,赤ゲージの回復速度が2倍になる
228,111,-10,Recovery Spd -1,ErholGeschw -1,Récupération -1,Recuperación -1,Recupero -1,回復速度-1,Slows recovery from temporary damage (the red portion of the Health Gauge).,Langsamere Erholung von zeitweiligem Schaden (rot im Gesundheitsbalken).,Récupération moins rapide des dégâts temporaires (zone rouge de la jauge de vie).,Frena la recuperación del daño temporal (parte roja del indicador de salud).,Rallenta il recupero dai danni temporanei (parte rossa della barra vita).,赤ゲージの回復速度が1/2になる
229,111,-15,Recovery Spd -2,ErholGeschw -2,Récupération -2,Recuperación -2,Recupero -2,回復速度-2,Greatly slows recovery from temporary damage (the red portion of the Health Gauge).,Viel langsamere Erholung von zeitweiligem Schaden (rot im Gesundheitsbalken).,Récupération bien moins rapide des dégâts temporaires (zone rouge de la jauge de vie).,Frena mucho la recuperación del daño temporal (parte roja del indicador de salud).,Rallenta molto il recupero dai danni temporanei (parte rossa della barra vita).,赤ゲージの回復速度が1/4になる
230,112,15,Divine Whim,Göttliche Laune,Lubie divine,Capricho +2,Proteggi-divino,神の気まぐれ,"Greatly decreases the likelihood of Pickaxes, Bug Nets, Boomerangs, and Horns breaking.","Senkt Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bume- rangs und Hörner brechen stark.","Réduit beaucoup la probabilité que les pioches, filinsectes, boomerangs et cornes cassent.","Reduce mucho la probabilidad de rotura de picos, redes de bichos, bumeranes y cuernos.","Riduce molto la probabilità di rompere picconi, retini insetti, boomerang e corni.",ピッケル系、虫あみ系、笛系、ブーメランが1/2の確率で壊れずに済む
231,112,10,Spirit's Whim,Seelenlaune,Lubie esprit,Capricho +1,Proteggi-spirito,精霊の気まぐれ,"Decreases the likelihood of Pickaxes, Bug Nets, Boomerangs and Horns breaking.","Senkt Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bumerangs und Hörner brechen.","Réduit la probabilité que les pioches, filinsectes, boomerangs et cornes cassent.","Reduce la probabilidad de rotura de picos, redes de bichos, bumeranes y cuernos.","Riduce la probabilità di rompere picconi, retini insetti, boomerang e corni.",ピッケル系、虫あみ系、笛系、ブーメランが1/4の確率で壊れずに済む
232,112,-10,Spectre's Whim,Gespensterlaune,Lubie du spectre,Capricho -1,Spacca-spettro,悪霊の気まぐれ,"Increases the likelihood of Pickaxes, Bug Nets, Boomerangs and Horns breaking.","Erhöht Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bume- rangs und Hörner brechen.","Augmente la probabilité que les pioches, filinsectes, boomerangs et cornes cassent.","Aumenta la probabilidad de rotura de picos, redes de bichos, bumeranes y cuernos.","Aumenta la probabilità di rompere picconi, retini insetti, boomerang e corni.",ピッケル系、虫あみ系、笛系、ブーメランが1/4の確率で壊れやすくなる
233,112,-15,Devil's Whim,Teufelslaune,Lubie du démon,Capricho -2,Spacca-diavolo,悪魔の気まぐれ,"Greatly increases the likelihood of Pickaxes, Bug Nets, Boomerangs and Horns breaking.","Erhöht Wahrscheinlichkeit, dass Spitzhacken, Käfernetze, Bume- rangs und Hörner brechen stark.","Augmente beaucoup la probabilité que les pioches, filinsectes, boomerangs et cornes cassent.","Aumenta mucho la probabilidad de rotura de picos, redes de bichos, bumeranes y cuernos.","Aumenta molto la probabilità di rompere picconi, retini insetti, boomerang e corni.",ピッケル系、虫あみ系、笛系、ブーメランが1/2の確率で壊れやすくなる
234,113,10,Divine Blessing,Göttl. Schutz,Bénédiction,Bendición divina,Angelo custode,精霊の加護,Sometimes decreases damage taken.,Verringert manchmal erlittenen Schaden.,Diminue parfois les dégâts subis.,A veces reduce el daño recibido.,A volte riduce i danni subiti.,1/4の確率で受けるダメージが30%減少する
235,113,-10,Demonic Blessing,Dämon. Schutz,Malédiction,Bendic. demoníaca,Demone custode,悪霊の加護,Sometimes increases damage taken.,Erhöht manchmal erlittenen Schaden.,Augmente parfois les dégâts subis.,A veces aumenta el daño recibido.,A volte aumenta i danni subiti.,1/4の確率で受けるダメージが30%増加する
236,114,15,Negate Hunger,Hunger nichtig,Spartiate,Anula hambre,Fame annullata,腹減り無効,Negates maximum Stamina depletion.,Negiert das Absinken der maximalen Ausdauer.,La jauge de stamina ne diminue plus.,Anula el gasto de resistencia máxima.,Non fa diminuire la tua resistenza massima.,腹減りによるスタミナ減少がなくなる
237,114,10,Halve Hunger,Halber Hunger,Ascète,Mitad hambre,Fame dimezzata,腹減り半減,Halves maximum Stamina depletion speed.,"Halbiert die Geschwindigkeit, mit der die maximale Ausdauer sinkt.",La jauge de stamina diminue deux fois moins rapidement.,Divide por 2 la velocidad de gasto de resistencia máxima.,Dimezza la velocità con cui si esaurisce la tua resistenza massima.,腹減りによるスタミナ減少が1/2になる
238,114,-10,Raise Hunger,Mehr Hunger,Glouton,Aumenta hambre,Fame aumentata,腹減り倍加【小】,Increases maximum Stamina depletion speed.,"Erhöht die Geschwindigkeit, mit der die maximale Ausdauer sinkt.",La jauge de stamina diminue plus vite.,Aumenta la velocidad de gasto de resistencia máxima.,Aumenta la velocità con cui si esaurisce la tua resistenza massima.,腹減りによるスタミナ減少速度が1.5倍に上がる
239,114,-15,Double Hunger,Doppelter Hunger,Gargantua,Doble hambre,Doppia fame,腹減り倍加【大】,Greatly increases maximum Stamina depletion speed.,"Starke Erhöhung der Geschwindigkeit, mit der die maximale Ausdauer sinkt.",La jauge de stamina diminue beaucoup plus vite.,Aumenta mucho la velocidad de gasto de resistencia máxima.,Aumenta molto la velocità con cui si esaurisce la tua resistenza massima.,腹減りによるスタミナ減少速度が2倍に上がる
240,115,10,Pro Transporter,Rucksackexperte,Transporteur,Experto mochilero,Super-Portatore,運搬の達人,Increases your speed while transporting items and decreases the likelihood of dropping them.,"Schneller beim Transport von Objekten und geringere Gefahr, sie zu verlieren.",Augmente la vitesse lors du transport d'objets et réduit le risque qu'ils tombent.,Aumenta la velocidad al transportar objetos y reduce la probabilidad de soltarlos.,"Aumenta la velocità quando trasporti oggetti, che vengono persi più raramente",運搬時の移動速度が上昇。高いところから飛び降りても運搬物を落としにくくなる
241,116,10,Trap Master,Fallenmeister,Maître piégeur,Trampero,Maestro trappole,罠師,"Guarantees trap Combinations will succeed, and speeds up trap- and bomb-setting time.",Garantiert Erfolg von Fallen- kombinationen und beschleunigt Fallen- und Bombenlegezeit.,"Vous combinez les pièges à 100%, et vous posez les pièges et les bombes plus rapidement.",Hace que las combinaciones de trampa funcionen y acelera la colocación de trampas y bombas.,Assicura il successo delle combinazioni per trappole e accelera trappole e bombe.,罠アイテム、肉アイテム、爆弾(小タル爆弾と打ち上げタル爆弾以外)の設置時間が短くなる。さらに罠アイテムと肉アイテムの調合成功率が100％になる
242,117,10,Honey Hunter,Honigjäger,Chasseur de miel,Cazamiel,Orso,ハニーハンター,Allows you to gather two Honeys at once.,"Ermöglicht es, zwei Honig zugleich zu sammeln.",Vous permet de collecter deux doses de miel en même temps.,Te permite recoger dos cajas de miel a la vez.,Permette di raccogliere due dosi di miele insieme.,ハチミツやロイヤルハニーが一度に2個採取できる
243,118,10,Negate Poison,Gift nichtig,Antidote,Anula veneno,Annulla-veleno,毒無効,Prevents Poison.,Verhindert Gift.,Empêche d'être empoisonné.,Previene el veneno.,Previene gli effetti del veleno.,毒状態にならなくなる
244,118,-10,Double Poison,Doppeltes Gift,Venin,Doble veneno,Veleno [x2],毒倍加,Doubles the damage received from Poison.,Verdoppelt den durch Gift erlittenen Schaden.,Double les dégâts infligés par le poison.,Duplica el daño recibido por veneno.,Raddoppia i danni arrecati dal veleno.,毒によって受けるダメージが2倍になる
245,119,10,Negate Paralysis,Lähmung nichtig,Anti-paralysie,Anula parálisis,Annulla-paralisi,麻痺無効,Prevents Paralysis.,Verhindert Lähmung.,Empêche la paralysie.,Previene la parálisis.,Previene gli effetti della paralisi.,麻痺状態にならなくなる
246,119,-10,Double Paralysis,Doppelte Lähmung,Super paralysie,Doble parálisis,Paralisi [x2],麻痺倍加,Doubles the duration of Paralysis.,Verdoppelt die Dauer der Lähmung.,Double la durée de la paralysie.,Dobla la duración de la parálisis.,Raddoppia la durata della paralisi.,麻痺状態の時間が2倍になる
247,120,10,Negate Sleep,Schlaf nichtig,Noctambule,Anula sueño,Annulla-sonno,睡眠無効,Prevents Sleep.,Verhindert Schlaf.,Empêche le sommeil.,Previene el sueño.,Previene gli effetti del sonno.,睡眠状態にならなくなる
248,120,-10,Double Sleep,Doppelter Schlaf,Hypersomnie,Doble sueño,Sonno [x2],睡眠倍加,Doubles the duration of Sleep.,Verdoppelt die Dauer von Schlaf.,Double la durée du sommeil.,Dobla la duración del sueño.,Raddoppia la durata del sonno.,睡眠状態の時間が2倍になる
249,121,15,Negate Stun,Betäuben nichtig,Crâne de fer,Anula aturdimiento,Annulla-stordim.,気絶無効,Prevents Stun.,Verhindert Betäubung.,Empêche d'être étourdi.,Previene el aturdimiento.,Previene gli effetti dello stordimento.,気絶状態にならなくなる
250,121,10,Halve Stun,Halbes Betäuben,Crâne de pierre,Mitad aturdimiento,Stordimento 1/2,気絶確率半減,Reduces the likelihood of being Stunned by 50%.,Verringert die Wahrschein- lichkeit einer Betäubung um 50%.,Réduit de 50% la probabilité d'être étourdi.,Reduce la probabilidad de ser aturdido un 50%.,Riduce del 50% la probabilità di subire uno stordimento.,気絶した際に1/2の確率で気絶効果を無効にする
251,121,-10,Double Stun,Dopp. Betäuben,Menton de verre,Doble aturdimiento,Stordimento [x2],気絶倍加,Makes it harder to recover from being Stunned.,"Macht es schwieriger, sich von einer Betäubung zu erholen.",Rend la récupération suite à un étourdissement plus difficile.,Dificulta la recuperación tras ser aturdido.,Rende più difficile riprendersi dallo stordimento.,気絶時間が2倍になり、気絶回復に有効なアナログパッド、ボタンの入力回数が2倍になる
252,122,10,Negate Mud/Snow,Schl/Schn nicht.,Anti-boue/neige,Anula barro/nieve,Annul-fango/neve,泥＆雪無効,Negates being coated in snow or mud.,"Fähigkeiten, die negieren, dass du mit Schnee oder Schlamm bedeckt bist.",Empêche d'être couvert de neige ou de boue.,Anula quedar enterrado en la nieve o el barro.,Impedisce di venire coperti di neve o fango.,雪だるま状態にならなくなる
253,123,10,Tremor Res,Bebensicher,Anti-séisme,Res. temblor,Antisismico,耐震,Prevents staggering from tremors created by large monsters.,,,,,振動によるふらつき状態を無効化
254,124,10,Anti-Theft,Anti-Dieb,Antivol,Antirrobo,Anti-ladro,盗み無効,Prevents item theft.,,,,,アイテムを盗まれなくなる
255,125,10,Sneak,Schleichen,Furtivité,Sigilo,Furtivo,隠密,Decreases the likelihood of being targeted by monsters.,"Verringert die Wahrscheinlichkeit, zum Ziel von Monstern zu werden.",Réduit la probabilité d'être repéré par les monstres.,Reduce la probabilidad de ser atacado por monstruos.,Riduce la probabilità di essere individuati dai mostri.,モンスターに狙われにくくなる
256,125,-10,Taunt,Provozieren,Provocation,Provocación,Rumoroso,挑発,Increases the likelihood of being targeted by monsters.,"Vergrößert die Wahrscheinlichkeit, zum Ziel von Monstern zu werden.",Augmente la probabilité d'être repéré par les monstres.,Aumenta la probabilidad de ser atacado por monstruos.,Aumenta la probabilità di essere individuati dai mostri.,モンスターに狙われやすくなる
257,126,10,Flame Aura,Flammenaura,Aura de feu,Aura llama,Aura luce,燃鱗,"Causes monsters to react as if you are carrying a Torch, even when you aren't.",,,,,たいまつを持っている時と同じ効果。ジャギィなどの一部の小型モンスターが寄ってこなくなる。逆にブナハブラやクンチュウなどの虫は寄ってくる。アイルーやメラルーなどの猫は踊り出す
258,127,10,Auto-Guard,Autoblock,Garde auto,Autoguardia,Autoguardia,オートガード,Enables the ability to automatically block attacks (when blocking is possible and your weapon is drawn).,,,,,武器を構えている時、正面からの攻撃を自動的にガードする
259,128,10,Antivirus,Antivirus,Antivirus,Antivirus,Antivirus,無我の境地,Makes it harder to catch the Frenzy and enhances the benefits once you Overcome it.,Das Erleiden von Raserei wird erschwert. Steigert die Boni beim Überwinden.,Réduit les risques d'attraper la furie et améliore les avantages reçus une fois la furie vaincue.,Es más difícil que te afecte la cólera y mejora los beneficios cuando la superas.,Rende più difficile contrarre la frenesia e aumenta i benefici una volta debellata.,狂竜ウイルスを克服しやすくなる。また狂撃化した時に会心率が15%から30%に上がる
