_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
3228,Head,30,80,0,3,1,1,1,Both,Gunner,2
3229,Body,30,80,0,3,1,1,1,Both,Gunner,2
3230,Arms,30,80,0,3,1,1,1,Both,Gunner,2
3231,Waist,30,80,0,3,1,1,1,Both,Gunner,2
3232,Legs,30,80,0,3,1,1,1,Both,Gunner,2
3233,Head,53,124,0,0,0,0,0,Both,Blade,2
3234,Body,53,124,0,0,0,0,0,Both,Blade,0
3235,Arms,53,124,0,0,0,0,0,Both,Blade,0
3236,Waist,53,124,0,0,0,0,0,Both,Blade,2
3237,Legs,53,124,0,0,0,0,0,Both,Blade,1
3238,Head,27,79,1,1,1,1,1,Both,Gunner,2
3239,Body,27,79,1,1,1,1,1,Both,Gunner,0
3240,Arms,27,79,1,1,1,1,1,Both,Gunner,0
3241,Waist,27,79,1,1,1,1,1,Both,Gunner,2
3242,Legs,27,79,1,1,1,1,1,Both,Gunner,1
3243,Head,55,124,2,2,2,2,2,Both,Blade,0
3244,Body,55,124,2,2,2,2,2,Both,Blade,1
3245,Arms,55,124,2,2,2,2,2,Both,Blade,0
3246,Waist,55,124,2,2,2,2,2,Both,Blade,2
3247,Legs,55,124,2,2,2,2,2,Both,Blade,2
3248,Head,28,80,3,3,3,3,3,Both,Gunner,0
3249,Body,28,80,3,3,3,3,3,Both,Gunner,1
3250,Arms,28,80,3,3,3,3,3,Both,Gunner,0
3251,Waist,28,80,3,3,3,3,3,Both,Gunner,2
3252,Legs,28,80,3,3,3,3,3,Both,Gunner,2
3253,Head,60,127,0,0,0,2,-2,Female,Blade,2
3254,Body,60,127,0,0,0,2,-2,Female,Blade,2
3255,Arms,60,127,0,0,0,2,-2,Female,Blade,2
3256,Waist,60,127,0,0,0,2,-2,Female,Blade,2
3257,Legs,60,127,0,0,0,2,-2,Female,Blade,0
3258,Head,30,80,1,1,1,3,-1,Female,Gunner,2
3259,Body,30,80,1,1,1,3,-1,Female,Gunner,2
3260,Arms,30,80,1,1,1,3,-1,Female,Gunner,2
3261,Waist,30,80,1,1,1,3,-1,Female,Gunner,2
3262,Legs,30,80,1,1,1,3,-1,Female,Gunner,0
3263,Head,25,79,0,0,0,0,0,Both,Both,3
3264,Head,25,79,0,0,0,0,0,Both,Both,3
3265,Arms,31,80,2,2,2,2,2,Both,Both,1
3266,Head,65,128,-4,0,-6,4,3,Male,Blade,1
3267,Body,65,128,-4,0,-6,4,3,Male,Blade,1
3268,Arms,65,128,-4,0,-6,4,3,Male,Blade,0
3269,Waist,65,128,-4,0,-6,4,3,Male,Blade,1
3270,Legs,65,128,-4,0,-6,4,3,Male,Blade,2
3271,Head,33,81,-3,1,-5,5,4,Male,Gunner,2
3272,Body,33,81,-3,1,-5,5,4,Male,Gunner,1
3273,Arms,33,81,-3,1,-5,5,4,Male,Gunner,0
3274,Waist,33,81,-3,1,-5,5,4,Male,Gunner,1
3275,Legs,33,81,-3,1,-5,5,4,Male,Gunner,2
3276,Head,65,128,-4,0,-6,4,3,Female,Blade,1
3277,Body,65,128,-4,0,-6,4,3,Female,Blade,1
3278,Arms,65,128,-4,0,-6,4,3,Female,Blade,0
3279,Waist,65,128,-4,0,-6,4,3,Female,Blade,1
3280,Legs,65,128,-4,0,-6,4,3,Female,Blade,2
3281,Head,33,81,-3,1,-5,5,4,Female,Gunner,2
3282,Body,33,81,-3,1,-5,5,4,Female,Gunner,1
3283,Arms,33,81,-3,1,-5,5,4,Female,Gunner,0
3284,Waist,33,81,-3,1,-5,5,4,Female,Gunner,1
3285,Legs,33,81,-3,1,-5,5,4,Female,Gunner,2
3286,Head,65,128,2,3,2,1,-6,Both,Blade,2
3287,Body,65,128,2,3,2,1,-6,Both,Blade,0
3288,Arms,65,128,2,3,2,1,-6,Both,Blade,1
3289,Waist,65,128,2,3,2,1,-6,Both,Blade,1
3290,Legs,65,128,2,3,2,1,-6,Both,Blade,1
3291,Head,33,81,3,4,3,2,-5,Both,Gunner,2
3292,Body,33,81,3,4,3,2,-5,Both,Gunner,0
3293,Arms,33,81,3,4,3,2,-5,Both,Gunner,1
3294,Waist,33,81,3,4,3,2,-5,Both,Gunner,1
3295,Legs,33,81,3,4,3,2,-5,Both,Gunner,1
3296,Head,81,134,2,4,2,1,-7,Both,Blade,2
3297,Body,81,134,2,4,2,1,-7,Both,Blade,2
3298,Arms,81,134,2,4,2,1,-7,Both,Blade,0
3299,Waist,81,134,2,4,2,1,-7,Both,Blade,1
3300,Legs,81,134,2,4,2,1,-7,Both,Blade,1
3301,Head,41,83,3,5,3,2,-6,Both,Gunner,2
3302,Body,41,83,3,5,3,2,-6,Both,Gunner,2
3303,Arms,41,83,3,5,3,2,-6,Both,Gunner,0
3304,Waist,41,83,3,5,3,2,-6,Both,Gunner,1
3305,Legs,41,83,3,5,3,2,-6,Both,Gunner,1
3306,Head,68,131,-2,-5,-6,2,5,Both,Blade,2
3307,Body,68,131,-2,-5,-6,2,5,Both,Blade,1
3308,Arms,68,131,-2,-5,-6,2,5,Both,Blade,2
3309,Waist,68,131,-2,-5,-6,2,5,Both,Blade,3
3310,Legs,68,131,-2,-5,-6,2,5,Both,Blade,2
3311,Head,34,81,-1,-4,-5,3,6,Both,Gunner,2
3312,Body,34,81,-1,-4,-5,3,6,Both,Gunner,1
3313,Arms,34,81,-1,-4,-5,3,6,Both,Gunner,2
3314,Waist,34,81,-1,-4,-5,3,6,Both,Gunner,3
3315,Legs,34,81,-1,-4,-5,3,6,Both,Gunner,2
3316,Head,68,131,4,1,-2,-6,-2,Both,Blade,2
3317,Body,68,131,4,1,-2,-6,-2,Both,Blade,2
3318,Arms,68,131,4,1,-2,-6,-2,Both,Blade,2
3319,Waist,68,131,4,1,-2,-6,-2,Both,Blade,2
3320,Legs,68,131,4,1,-2,-6,-2,Both,Blade,0
3321,Head,34,81,5,2,-1,-5,-1,Both,Gunner,1
3322,Body,34,81,5,2,-1,-5,-1,Both,Gunner,2
3323,Arms,34,81,5,2,-1,-5,-1,Both,Gunner,2
3324,Waist,34,81,5,2,-1,-5,-1,Both,Gunner,1
3325,Legs,34,81,5,2,-1,-5,-1,Both,Gunner,0
3326,Head,64,127,3,-4,-4,2,3,Male,Blade,2
3327,Body,64,127,3,-4,-4,2,3,Male,Blade,0
3328,Arms,64,127,3,-4,-4,2,3,Male,Blade,2
3329,Waist,64,127,3,-4,-4,2,3,Male,Blade,1
3330,Legs,64,127,3,-4,-4,2,3,Male,Blade,0
3331,Head,32,80,4,-3,-3,3,4,Male,Gunner,2
3332,Body,32,80,4,-3,-3,3,4,Male,Gunner,1
3333,Arms,32,80,4,-3,-3,3,4,Male,Gunner,2
3334,Waist,32,80,4,-3,-3,3,4,Male,Gunner,1
3335,Legs,32,80,4,-3,-3,3,4,Male,Gunner,0
3336,Head,64,127,3,-4,-4,2,3,Female,Blade,2
3337,Body,64,127,3,-4,-4,2,3,Female,Blade,0
3338,Arms,64,127,3,-4,-4,2,3,Female,Blade,2
3339,Waist,64,127,3,-4,-4,2,3,Female,Blade,1
3340,Legs,64,127,3,-4,-4,2,3,Female,Blade,0
3341,Head,32,80,4,-3,-3,3,4,Female,Gunner,2
3342,Body,32,80,4,-3,-3,3,4,Female,Gunner,1
3343,Arms,32,80,4,-3,-3,3,4,Female,Gunner,2
3344,Waist,32,80,4,-3,-3,3,4,Female,Gunner,1
3345,Legs,32,80,4,-3,-3,3,4,Female,Gunner,0
3346,Head,69,132,3,-2,-3,3,-2,Both,Blade,0
3347,Body,69,132,3,-2,-3,3,-2,Both,Blade,1
3348,Arms,69,132,3,-2,-3,3,-2,Both,Blade,0
3349,Waist,69,132,3,-2,-3,3,-2,Both,Blade,0
3350,Legs,69,132,3,-2,-3,3,-2,Both,Blade,1
3351,Head,35,81,4,-1,-2,4,-1,Both,Gunner,0
3352,Body,35,81,4,-1,-2,4,-1,Both,Gunner,1
3353,Arms,35,81,4,-1,-2,4,-1,Both,Gunner,0
3354,Waist,35,81,4,-1,-2,4,-1,Both,Gunner,0
3355,Legs,35,81,4,-1,-2,4,-1,Both,Gunner,1
3356,Head,65,128,4,-3,-5,0,2,Both,Blade,0
3357,Body,65,128,4,-3,-5,0,2,Both,Blade,1
3358,Arms,65,128,4,-3,-5,0,2,Both,Blade,1
3359,Waist,65,128,4,-3,-5,0,2,Both,Blade,2
3360,Legs,65,128,4,-3,-5,0,2,Both,Blade,0
3361,Head,33,81,5,-2,-4,1,3,Both,Gunner,1
3362,Body,33,81,5,-2,-4,1,3,Both,Gunner,1
3363,Arms,33,81,5,-2,-4,1,3,Both,Gunner,1
3364,Waist,33,81,5,-2,-4,1,3,Both,Gunner,2
3365,Legs,33,81,5,-2,-4,1,3,Both,Gunner,0
3366,Head,81,134,2,-4,4,-7,0,Both,Blade,1
3367,Body,81,134,2,-4,4,-7,0,Both,Blade,3
3368,Arms,81,134,2,-4,4,-7,0,Both,Blade,2
3369,Waist,81,134,2,-4,4,-7,0,Both,Blade,2
3370,Legs,81,134,2,-4,4,-7,0,Both,Blade,0
3371,Head,41,83,3,-3,5,-6,1,Both,Gunner,1
3372,Body,41,83,3,-3,5,-6,1,Both,Gunner,3
3373,Arms,41,83,3,-3,5,-6,1,Both,Gunner,2
3374,Waist,41,83,3,-3,5,-6,1,Both,Gunner,2
3375,Legs,41,83,3,-3,5,-6,1,Both,Gunner,0
3376,Head,81,134,2,-7,4,-4,0,Both,Blade,3
3377,Body,81,134,2,-7,4,-4,0,Both,Blade,2
3378,Arms,81,134,2,-7,4,-4,0,Both,Blade,1
3379,Waist,81,134,2,-7,4,-4,0,Both,Blade,3
3380,Legs,81,134,2,-7,4,-4,0,Both,Blade,1
3381,Head,41,83,3,-6,5,-3,1,Both,Gunner,3
3382,Body,41,83,3,-6,5,-3,1,Both,Gunner,2
3383,Arms,41,83,3,-6,5,-3,1,Both,Gunner,1
3384,Waist,41,83,3,-6,5,-3,1,Both,Gunner,3
3385,Legs,41,83,3,-6,5,-3,1,Both,Gunner,1
3386,Head,64,127,-1,-3,-1,-1,-1,Both,Blade,0
3387,Body,64,127,-1,-3,-1,-1,-1,Both,Blade,0
3388,Arms,64,127,-1,-3,-1,-1,-1,Both,Blade,0
3389,Waist,64,127,-1,-3,-1,-1,-1,Both,Blade,0
3390,Legs,64,127,-1,-3,-1,-1,-1,Both,Blade,3
3391,Head,32,80,0,-2,0,0,0,Both,Gunner,0
3392,Body,32,80,0,-2,0,0,0,Both,Gunner,0
3393,Arms,32,80,0,-2,0,0,0,Both,Gunner,0
3394,Waist,32,80,0,-2,0,0,0,Both,Gunner,0
3395,Legs,32,80,0,-2,0,0,0,Both,Gunner,3
3396,Head,81,134,3,2,1,-5,-3,Both,Blade,1
3397,Body,81,134,3,2,1,-5,-3,Both,Blade,1
3398,Arms,81,134,3,2,1,-5,-3,Both,Blade,1
3399,Waist,81,134,3,2,1,-5,-3,Both,Blade,2
3400,Legs,81,134,3,2,1,-5,-3,Both,Blade,2
3401,Head,41,83,4,3,2,-4,-2,Both,Gunner,1
3402,Body,41,83,4,3,2,-4,-2,Both,Gunner,1
3403,Arms,41,83,4,3,2,-4,-2,Both,Gunner,1
3404,Waist,41,83,4,3,2,-4,-2,Both,Gunner,2
3405,Legs,41,83,4,3,2,-4,-2,Both,Gunner,2
3406,Head,81,136,-3,2,-6,2,-1,Both,Blade,3
3407,Body,81,136,-3,2,-6,2,-1,Both,Blade,2
3408,Arms,81,136,-3,2,-6,2,-1,Both,Blade,1
3409,Waist,81,136,-3,2,-6,2,-1,Both,Blade,3
3410,Legs,81,136,-3,2,-6,2,-1,Both,Blade,1
3411,Head,42,83,-2,3,-5,3,0,Both,Gunner,3
3412,Body,42,83,-2,3,-5,3,0,Both,Gunner,2
3413,Arms,42,83,-2,3,-5,3,0,Both,Gunner,1
3414,Waist,42,83,-2,3,-5,3,0,Both,Gunner,3
3415,Legs,42,83,-2,3,-5,3,0,Both,Gunner,1
3416,Head,81,138,2,1,-7,-1,-3,Both,Blade,1
3417,Body,81,138,2,1,-7,-1,-3,Both,Blade,0
3418,Arms,81,138,2,1,-7,-1,-3,Both,Blade,1
3419,Waist,81,138,2,1,-7,-1,-3,Both,Blade,0
3420,Legs,81,138,2,1,-7,-1,-3,Both,Blade,1
3421,Head,41,84,3,2,-6,0,-2,Both,Gunner,1
3422,Body,41,84,3,2,-6,0,-2,Both,Gunner,0
3423,Arms,41,84,3,2,-6,0,-2,Both,Gunner,1
3424,Waist,41,84,3,2,-6,0,-2,Both,Gunner,0
3425,Legs,41,84,3,2,-6,0,-2,Both,Gunner,1
3426,Head,65,128,-3,-1,3,-3,6,Both,Blade,1
3427,Body,65,128,-3,-1,3,-3,6,Both,Blade,2
3428,Arms,65,128,-3,-1,3,-3,6,Both,Blade,1
3429,Waist,65,128,-3,-1,3,-3,6,Both,Blade,1
3430,Legs,65,128,-3,-1,3,-3,6,Both,Blade,1
3431,Head,33,81,-2,0,4,-2,7,Both,Gunner,1
3432,Body,33,81,-2,0,4,-2,7,Both,Gunner,2
3433,Arms,33,81,-2,0,4,-2,7,Both,Gunner,1
3434,Waist,33,81,-2,0,4,-2,7,Both,Gunner,1
3435,Legs,33,81,-2,0,4,-2,7,Both,Gunner,1
3436,Head,67,130,-5,-3,-2,0,4,Both,Blade,1
3437,Body,67,130,-5,-3,-2,0,4,Both,Blade,1
3438,Arms,67,130,-5,-3,-2,0,4,Both,Blade,0
3439,Waist,67,130,-5,-3,-2,0,4,Both,Blade,0
3440,Legs,67,130,-5,-3,-2,0,4,Both,Blade,1
3441,Head,34,81,-4,-2,-1,1,5,Both,Gunner,1
3442,Body,34,81,-4,-2,-1,1,5,Both,Gunner,1
3443,Arms,34,81,-4,-2,-1,1,5,Both,Gunner,0
3444,Waist,34,81,-4,-2,-1,1,5,Both,Gunner,0
3445,Legs,34,81,-4,-2,-1,1,5,Both,Gunner,1
3446,Head,81,136,-2,2,-2,3,2,Both,Blade,1
3447,Body,81,136,-2,2,-2,3,2,Both,Blade,1
3448,Arms,81,136,-2,2,-2,3,2,Both,Blade,1
3449,Waist,81,136,-2,2,-2,3,2,Both,Blade,1
3450,Legs,81,136,-2,2,-2,3,2,Both,Blade,1
3451,Head,41,83,0,3,-1,5,3,Both,Gunner,1
3452,Body,41,83,0,3,-1,5,3,Both,Gunner,1
3453,Arms,41,83,0,3,-1,5,3,Both,Gunner,1
3454,Waist,41,83,0,3,-1,5,3,Both,Gunner,1
3455,Legs,41,83,0,3,-1,5,3,Both,Gunner,1
3456,Head,68,131,2,0,-2,2,-2,Both,Blade,2
3457,Body,68,131,2,0,-2,2,-2,Both,Blade,1
3458,Arms,68,131,2,0,-2,2,-2,Both,Blade,1
3459,Waist,68,131,2,0,-2,2,-2,Both,Blade,1
3460,Legs,68,131,2,0,-2,2,-2,Both,Blade,2
3461,Head,34,81,3,2,-1,4,-1,Both,Gunner,2
3462,Body,34,81,3,2,-1,4,-1,Both,Gunner,1
3463,Arms,34,81,3,2,-1,4,-1,Both,Gunner,1
3464,Waist,34,81,3,2,-1,4,-1,Both,Gunner,1
3465,Legs,34,81,3,2,-1,4,-1,Both,Gunner,2
3466,Head,68,131,4,1,-2,-2,-6,Both,Blade,3
3467,Body,68,131,4,1,-2,-2,-6,Both,Blade,0
3468,Arms,68,131,4,1,-2,-2,-6,Both,Blade,2
3469,Waist,68,131,4,1,-2,-2,-6,Both,Blade,1
3470,Legs,68,131,4,1,-2,-2,-6,Both,Blade,2
3471,Head,34,81,5,2,-1,-1,-5,Both,Gunner,3
3472,Body,34,81,5,2,-1,-1,-5,Both,Gunner,0
3473,Arms,34,81,5,2,-1,-1,-5,Both,Gunner,2
3474,Waist,34,81,5,2,-1,-1,-5,Both,Gunner,1
3475,Legs,34,81,5,2,-1,-1,-5,Both,Gunner,2
3476,Head,69,132,-4,0,-1,3,4,Both,Blade,1
3477,Body,69,132,-4,0,-1,3,4,Both,Blade,1
3478,Arms,69,132,-4,0,-1,3,4,Both,Blade,2
3479,Waist,69,132,-4,0,-1,3,4,Both,Blade,1
3480,Legs,69,132,-4,0,-1,3,4,Both,Blade,2
3481,Head,35,81,-3,1,0,4,5,Both,Gunner,1
3482,Body,35,81,-3,1,0,4,5,Both,Gunner,1
3483,Arms,35,81,-3,1,0,4,5,Both,Gunner,2
3484,Waist,35,81,-3,1,0,4,5,Both,Gunner,1
3485,Legs,35,81,-3,1,0,4,5,Both,Gunner,2
3486,Head,81,136,0,-2,-5,3,1,Male,Blade,2
3487,Body,81,136,0,-2,-5,3,1,Male,Blade,1
3488,Arms,81,136,0,-2,-5,3,1,Male,Blade,0
3489,Waist,81,136,0,-2,-5,3,1,Male,Blade,1
3490,Legs,81,136,0,-2,-5,3,1,Male,Blade,2
3491,Head,42,83,1,-1,-4,4,2,Male,Gunner,2
3492,Body,42,83,1,-1,-4,4,2,Male,Gunner,1
3493,Arms,42,83,1,-1,-4,4,2,Male,Gunner,0
3494,Waist,42,83,1,-1,-4,4,2,Male,Gunner,1
3495,Legs,42,83,1,-1,-4,4,2,Male,Gunner,2
3496,Head,81,136,0,-2,-5,3,1,Female,Blade,2
3497,Body,81,136,0,-2,-5,3,1,Female,Blade,1
3498,Arms,81,136,0,-2,-5,3,1,Female,Blade,0
3499,Waist,81,136,0,-2,-5,3,1,Female,Blade,1
3500,Legs,81,136,0,-2,-5,3,1,Female,Blade,2
3501,Head,42,83,1,-1,-4,4,2,Female,Gunner,2
3502,Body,42,83,1,-1,-4,4,2,Female,Gunner,1
3503,Arms,42,83,1,-1,-4,4,2,Female,Gunner,0
3504,Waist,42,83,1,-1,-4,4,2,Female,Gunner,1
3505,Legs,42,83,1,-1,-4,4,2,Female,Gunner,2
3506,Head,81,138,0,0,-2,-2,0,Both,Blade,0
3507,Body,81,138,-3,3,-2,-2,3,Both,Blade,0
3508,Arms,81,138,-3,3,-2,-2,3,Both,Blade,0
3509,Waist,81,138,3,-3,-2,-2,-3,Both,Blade,0
3510,Legs,81,138,3,-3,-2,-2,-3,Both,Blade,0
3511,Head,41,84,1,1,-1,-1,1,Both,Gunner,0
3512,Body,41,84,-2,4,-1,-1,4,Both,Gunner,0
3513,Arms,41,84,-2,4,-1,-1,4,Both,Gunner,0
3514,Waist,41,84,4,-2,-1,-1,-2,Both,Gunner,0
3515,Legs,41,84,4,-2,-1,-1,-2,Both,Gunner,0
3516,Head,50,121,3,-2,-4,0,0,Both,Blade,2
3517,Body,50,121,3,-2,-4,0,0,Both,Blade,1
3518,Arms,50,121,3,-2,-4,0,0,Both,Blade,1
3519,Waist,50,121,3,-2,-4,0,0,Both,Blade,0
3520,Legs,50,121,3,-2,-4,0,0,Both,Blade,3
3521,Head,25,79,4,-1,-3,1,1,Both,Gunner,2
3522,Body,25,79,4,-1,-3,1,1,Both,Gunner,1
3523,Arms,25,79,4,-1,-3,1,1,Both,Gunner,1
3524,Waist,25,79,4,-1,-3,1,1,Both,Gunner,0
3525,Legs,25,79,4,-1,-3,1,1,Both,Gunner,3
3526,Head,57,126,3,-2,-4,0,0,Both,Blade,2
3527,Body,57,126,3,-2,-4,0,0,Both,Blade,0
3528,Arms,57,126,3,-2,-4,0,0,Both,Blade,0
3529,Waist,57,126,3,-2,-4,0,0,Both,Blade,3
3530,Legs,57,126,3,-2,-4,0,0,Both,Blade,1
3531,Head,28,80,4,-1,-3,1,1,Both,Gunner,2
3532,Body,28,80,4,-1,-3,1,1,Both,Gunner,0
3533,Arms,28,80,4,-1,-3,1,1,Both,Gunner,0
3534,Waist,28,80,4,-1,-3,1,1,Both,Gunner,3
3535,Legs,28,80,4,-1,-3,1,1,Both,Gunner,1
3536,Head,81,136,-3,-6,-7,3,6,Both,Blade,1
3537,Body,81,136,-3,-6,-7,3,6,Both,Blade,0
3538,Arms,81,136,-3,-6,-7,3,6,Both,Blade,2
3539,Waist,81,136,-3,-6,-7,3,6,Both,Blade,2
3540,Legs,81,136,-3,-6,-7,3,6,Both,Blade,1
3541,Head,41,83,-2,-5,-6,4,7,Both,Gunner,1
3542,Body,41,83,-2,-5,-6,4,7,Both,Gunner,0
3543,Arms,41,83,-2,-5,-6,4,7,Both,Gunner,2
3544,Waist,41,83,-2,-5,-6,4,7,Both,Gunner,2
3545,Legs,41,83,-2,-5,-6,4,7,Both,Gunner,1
3546,Head,81,136,5,2,-4,-7,-2,Both,Blade,0
3547,Body,81,136,5,2,-4,-7,-2,Both,Blade,0
3548,Arms,81,136,5,2,-4,-7,-2,Both,Blade,0
3549,Waist,81,136,5,2,-4,-7,-2,Both,Blade,0
3550,Legs,81,136,5,2,-4,-7,-2,Both,Blade,0
3551,Head,41,83,6,3,-3,-6,-1,Both,Gunner,0
3552,Body,41,83,6,3,-3,-6,-1,Both,Gunner,0
3553,Arms,41,83,6,3,-3,-6,-1,Both,Gunner,0
3554,Waist,41,83,6,3,-3,-6,-1,Both,Gunner,0
3555,Legs,41,83,6,3,-3,-6,-1,Both,Gunner,0
3556,Head,81,136,3,-5,-3,-1,0,Both,Blade,1
3557,Body,81,136,3,-5,-3,-1,0,Both,Blade,1
3558,Arms,81,136,3,-5,-3,-1,0,Both,Blade,2
3559,Waist,81,136,3,-5,-3,-1,0,Both,Blade,2
3560,Legs,81,136,3,-5,-3,-1,0,Both,Blade,1
3561,Head,41,83,4,-4,-2,0,1,Both,Gunner,1
3562,Body,41,83,4,-4,-2,0,1,Both,Gunner,1
3563,Arms,41,83,4,-4,-2,0,1,Both,Gunner,2
3564,Waist,41,83,4,-4,-2,0,1,Both,Gunner,2
3565,Legs,41,83,4,-4,-2,0,1,Both,Gunner,1
3566,Head,67,130,3,0,-4,1,-4,Male,Blade,2
3567,Body,67,130,3,0,-4,1,-4,Male,Blade,1
3568,Arms,67,130,3,0,-4,1,-4,Male,Blade,2
3569,Waist,67,130,3,0,-4,1,-4,Male,Blade,1
3570,Legs,67,130,3,0,-4,1,-4,Male,Blade,0
3571,Head,34,81,4,1,-3,2,-3,Male,Gunner,2
3572,Body,34,81,4,1,-3,2,-3,Male,Gunner,1
3573,Arms,34,81,4,1,-3,2,-3,Male,Gunner,2
3574,Waist,34,81,4,1,-3,2,-3,Male,Gunner,1
3575,Legs,34,81,4,1,-3,2,-3,Male,Gunner,0
3576,Head,67,130,3,0,-4,1,-4,Female,Blade,2
3577,Body,67,130,3,0,-4,1,-4,Female,Blade,1
3578,Arms,67,130,3,0,-4,1,-4,Female,Blade,2
3579,Waist,67,130,3,0,-4,1,-4,Female,Blade,1
3580,Legs,67,130,3,0,-4,1,-4,Female,Blade,0
3581,Head,34,81,4,1,-3,2,-3,Female,Gunner,2
3582,Body,34,81,4,1,-3,2,-3,Female,Gunner,1
3583,Arms,34,81,4,1,-3,2,-3,Female,Gunner,2
3584,Waist,34,81,4,1,-3,2,-3,Female,Gunner,1
3585,Legs,34,81,4,1,-3,2,-3,Female,Gunner,0
3586,Head,81,134,2,4,2,-6,-3,Both,Blade,2
3587,Body,81,134,2,4,2,-6,-3,Both,Blade,2
3588,Arms,81,134,2,4,2,-6,-3,Both,Blade,2
3589,Waist,81,134,2,4,2,-6,-3,Both,Blade,2
3590,Legs,81,134,2,4,2,-6,-3,Both,Blade,2
3591,Head,41,83,3,5,3,-5,-2,Both,Gunner,2
3592,Body,41,83,3,5,3,-5,-2,Both,Gunner,2
3593,Arms,41,83,3,5,3,-5,-2,Both,Gunner,2
3594,Waist,41,83,3,5,3,-5,-2,Both,Gunner,2
3595,Legs,41,83,3,5,3,-5,-2,Both,Gunner,2
3596,Head,25,79,3,3,3,3,3,Both,Both,1
3597,Head,25,79,2,2,2,2,2,Both,Both,2
3598,Head,25,79,0,0,0,0,0,Both,Both,3
3599,Head,13,79,2,2,2,2,2,Both,Both,3
3600,Head,10,71,0,-5,-2,7,2,Both,Both,0
3601,Body,15,115,3,3,3,3,3,Both,Blade,0
3602,Body,8,71,4,4,4,4,4,Both,Gunner,0
3603,Body,15,115,2,2,2,2,2,Both,Blade,0
3604,Body,8,71,3,3,3,3,3,Both,Gunner,0
3605,Body,23,115,2,2,2,2,2,Both,Blade,0
3606,Body,12,71,3,3,3,3,3,Both,Gunner,0
3607,Legs,15,123,2,2,2,2,2,Both,Blade,1
3608,Legs,8,79,3,3,3,3,3,Both,Gunner,1
3609,Head,26,116,1,1,1,1,1,Both,Blade,1
3610,Body,26,116,1,1,1,1,1,Both,Blade,2
3611,Arms,26,116,1,1,1,1,1,Both,Blade,1
3612,Waist,26,116,1,1,1,1,1,Both,Blade,1
3613,Legs,26,116,1,1,1,1,1,Both,Blade,2
3614,Head,13,72,2,2,2,2,2,Both,Gunner,1
3615,Body,13,72,2,2,2,2,2,Both,Gunner,2
3616,Arms,13,72,2,2,2,2,2,Both,Gunner,1
3617,Waist,13,72,2,2,2,2,2,Both,Gunner,1
3618,Legs,13,72,2,2,2,2,2,Both,Gunner,2
3619,Head,26,105,-3,-3,-3,-3,-3,Both,Blade,1
3620,Body,26,105,-3,-3,-3,-3,-3,Both,Blade,0
3621,Arms,26,105,-3,-3,-3,-3,-3,Both,Blade,0
3622,Waist,26,105,-3,-3,-3,-3,-3,Both,Blade,0
3623,Legs,26,105,-3,-3,-3,-3,-3,Both,Blade,0
3624,Head,13,65,-2,-2,-2,-2,-2,Both,Gunner,1
3625,Body,13,65,-2,-2,-2,-2,-2,Both,Gunner,0
3626,Arms,13,65,-2,-2,-2,-2,-2,Both,Gunner,0
3627,Waist,13,65,-2,-2,-2,-2,-2,Both,Gunner,0
3628,Legs,13,65,-2,-2,-2,-2,-2,Both,Gunner,0
3629,Body,26,116,2,2,2,2,2,Both,Blade,0
3630,Body,13,72,3,3,3,3,3,Both,Gunner,0
3631,Head,44,105,-4,-4,-4,-4,-4,Both,Blade,0
3632,Body,44,105,-4,-4,-4,-4,-4,Both,Blade,0
3633,Arms,44,105,-4,-4,-4,-4,-4,Both,Blade,0
3634,Waist,44,105,-4,-4,-4,-4,-4,Both,Blade,2
3635,Legs,44,105,-4,-4,-4,-4,-4,Both,Blade,1
3636,Head,22,65,-3,-3,-3,-3,-3,Both,Gunner,0
3637,Body,22,65,-3,-3,-3,-3,-3,Both,Gunner,0
3638,Arms,22,65,-3,-3,-3,-3,-3,Both,Gunner,0
3639,Waist,22,65,-3,-3,-3,-3,-3,Both,Gunner,2
3640,Legs,22,65,-3,-3,-3,-3,-3,Both,Gunner,1
3641,Body,44,116,1,1,1,1,1,Both,Blade,0
3642,Waist,44,116,1,1,1,1,1,Both,Blade,0
3643,Legs,44,116,1,1,1,1,1,Both,Blade,0
3644,Body,22,72,2,2,2,2,2,Both,Gunner,0
3645,Waist,22,72,2,2,2,2,2,Both,Gunner,0
3646,Legs,22,72,2,2,2,2,2,Both,Gunner,0
3647,Head,44,118,-3,0,0,1,4,Both,Blade,2
3648,Body,44,118,-3,0,0,1,4,Both,Blade,1
3649,Arms,44,118,-3,0,0,1,4,Both,Blade,2
3650,Waist,44,118,-3,0,0,1,4,Both,Blade,2
3651,Legs,44,118,-3,0,0,1,4,Both,Blade,2
3652,Head,22,73,-2,1,1,2,5,Both,Gunner,2
3653,Body,22,73,-2,1,1,2,5,Both,Gunner,1
3654,Arms,22,73,-2,1,1,2,5,Both,Gunner,2
3655,Waist,22,73,-2,1,1,2,5,Both,Gunner,2
3656,Legs,22,73,-2,1,1,2,5,Both,Gunner,2
3657,Head,52,120,0,0,0,0,0,Both,Blade,2
3658,Body,52,120,0,0,0,0,0,Both,Blade,3
3659,Arms,52,120,0,0,0,0,0,Both,Blade,3
3660,Waist,52,120,0,0,0,0,0,Both,Blade,2
3661,Legs,52,120,0,0,0,0,0,Both,Blade,2
3662,Head,26,73,1,1,1,1,1,Both,Gunner,2
